ISBN	BookTitle	BookAuthor	YearOfPublication	Publisher	Pagenumber	Issue	Genre	Dimensions	BookLanguage
0028982428	The Three Billy Goats Gruff (Read Along with Me Book)	Lisa Meltzer	1989	Checkerboard Press	352	11	20.96 x 26.04	ENG	autobiography
0029087104	HISTORY OF THE SOUTHERN CONFEDERACY	Clement Eaton	1965	Free Press	463	5	20.96 x 26.04	GER	crime
0029105501	LEMON SWAMP AND OTHER PLACES : A CAROLINA MEMOIR	Mamie Garvin Fields	1985	Free Press	115	11	20.96 x 26.04	FR	guide
0029256208	STRUCTURE AND FUNCTION IN PRIMITIVE SOCIETY	A.R. Radcliffe-Brown	1965	Free Press	700	24	20.96 x 26.04	ENG	encyclopedia
0029311500	Teshuvah: A Guide for the Newly Observant Jew	Adin Steinsaltz	1987	Simon &amp; Schuster	623	2	12.70 x 12.70	ENG	health/fitness
002963900X	Dutch for Travellers	Berlitz Publishing	1989	Editions Berlitz	138	19	20.96 x 26.04	FR	short story
0029640407	Berlitz Greek for Travellers	Berlitz Publishing	1977	Berlitz Guides	651	25	20.96 x 26.04	FR	health/fitness
0030037166	The breast	Philip Roth	1972	Holt, Rinehart and Winston	100	13	20.96 x 26.04	ENG	coming of age
0030056276	Check Your Egos at the Door (A Doonesbury book)	Garry Trudeau	1985	Henry Holt &amp; Co	617	23	20.96 x 26.04	ENG	humor
0030085330	At the Hands of Another	A. Lyons	1987	Henry Holt &amp; Company	609	8	12.70 x 12.70	ENG	crime
0030119197	The Trobrianders of Papua New Guinea (Case Studies in Cultural Anthropology)	Annette  B. Weiner	1988	Wadsworth Publishing	635	9	20.96 x 26.04	GER	western
0030119502	Castle of Otranto	Horace Walpole	1963	Thomson Learning	277	12	20.96 x 26.04	FR	political thriller
0030131561	Win a few, lose a few, Charlie Brown: A new Peanuts book	Charles M Schulz	1974	Holt, Rinehart and Winston	123	9	20.96 x 26.04	ENG	children
0030131766	\\"What Do We Have for the Witnesses, Johnnie?\\" (A Doonesbury book)	G. B., Trudeau	1980	Henry Holt &amp; Co	393	18	20.96 x 26.04	ENG	memoir
0030149061	The Doonesbury Chronicles	G.B. Trudeau	1975	Granite Impex Ltd	376	10	20.96 x 26.04	FR	true crime
0030226546	Physics for Scientists and Engineers (Saunders Golden Sunburst Series)	Raymond A. Serway	2000	Harcourt	237	8	20.96 x 26.04	SP	autobiography
0030226864	The Cheyennes : Indians of the Great Plains (Case Studies in Cultural Anthropology)	E. Adamson Hoebel	1978	Wadsworth Publishing	615	7	20.96 x 26.04	ENG	graphical novel
0030271509	The Road Not Taken: A Selection of Robert Frost's Poems	Robert Frost	1985	Holt Rinehart and Winston	563	12	20.96 x 26.04	FR	classic
0030310105	In the Clearing	Robert Frost	1995	Henry Holt &amp; Company, Inc.	213	11	20.96 x 26.04	FR	coming of age
0030384427	A Book of Short Stories 1 (Perspectives in literature)	Holt	1991	Harcourt School	628	8	20.96 x 26.04	ENG	western
0030419964	Pathway to ecstasy: The way of the dream mandala	Patricia L Garfield	1979	Holt, Rinehart and Winston	698	2	20.96 x 26.04	CRO	art/architecture
003042576X	A ghost in the music	John Treadwell Nichols	1979	Holt, Rinehart and Winston	536	5	20.96 x 26.04	SP	biography
0030442265	Writing the script: A practical guide for films and television	Wells Root	1980	Holt, Rinehart and Winston	268	16	20.96 x 26.04	SP	science fiction
0030442818	Creek Mary's Blood: A Novel	Dee Alexander Brown	1980	Henry Holt &amp; Co	567	20	20.96 x 26.04	ENG	guide
0030448514	Doonesbury's greatest hits	G. B Trudeau	1978	Holt, Rinehart and Winston	228	5	20.96 x 26.04	ENG	crafts/hobbies
0030463262	Robert Frost, a Tribute to the Source	Robert Frost	1979	Henry Holt &amp; Co	75	8	20.96 x 26.04	ENG	encyclopedia
0030476267	Inheritance	Owen Brookes	1980	Holt, Rinehart and Winston	269	11	20.96 x 26.04	ENG	encyclopedia
0030520835	Allez, Viens!: Level III	Demado	2000	Harcourt School	101	14	20.96 x 26.04	FR	biography
0030554381	Things Fall Apart	Chinua Achebe	1999	Harcourt School	117	21	20.96 x 26.04	ENG	children
0030576482	The collected stories	Frank Tuohy	1984	Holt, Rinehart and Winston	277	17	20.96 x 26.04	FR	suspense
0030583497	Chemistry &amp; Chemical Reactivity (With Booklet for Students : How to Study Chemistry)	John Kotz	1987	Thomson Learning	492	7	20.96 x 26.04	FR	western
0030589533	Conduct of Social Research	William B. Sanders	1983	Thomson Learning	305	20	20.96 x 26.04	ENG	picture book
0030595916	The Weather Works	Mike Wilks	1983	Henry Holt &amp; Co (J)	45	7	20.96 x 26.04	ENG	children
0030604176	The official I hate love book	Skip Morrow	1982	Holt, Rinehart, and Winston	158	22	20.96 x 26.04	ENG	crime
003061368X	The Sunne in Splendour	Sharon Kay Penman	1982	Henry Holt &amp; Co	232	19	20.96 x 26.04	FR	science fiction
0030615321	Ask for May, Settle for June (A Doonesbury book)	G. B. Trudeau	1982	Henry Holt &amp; Co	369	7	20.96 x 26.04	FR	math
0030635543	The Time of the Assassins	Claire Sterling	1983	Henry Holt &amp; Co	249	25	20.96 x 26.04	SP	crafts/hobbies
003063864X	Never Sniff a Gift Fish (Never Sniff a Gift Fish)	Patrick F Mcmanus	1988	Harcourt Brace* Co	119	22	20.96 x 26.04	ENG	autobiography
0030640768	Beauty and the Beast (Beauty &amp; the Beast)	Deborah Apy	1983	Henry Holt &amp; Company	657	13	20.96 x 26.04	ENG	home and garden
0030679109	The Horse That Played Center Field.	Hal. Higdon	1969	Henry Holt &amp; Co	155	7	20.96 x 26.04	ENG	science fiction
0030693012	Beyond the Wall: Essays from the Outside	Edward Abbey	1988	Holt Rinehart and Winston	594	18	20.96 x 26.04	SP	memoir
003072399X	Invitation: Contextes, Culture Et Communication	Gilbert A. Jarvis	1997	Harcourt Brace College Publishers	241	10	20.96 x 26.04	ENG	cookbook
0030859670	The Israelis;: Founders and sons	Amos Elon	1971	Holt, Rinehart and Winston	700	14	12.70 x 12.70	GER	math
0030882591	Bargello magic; how to design your own,	Pauline Fischer	1972	Holt, Rinehart, and Winston	654	13	20.96 x 26.04	SP	true crime
0030899915	Comparative cultural analysis: An introduction to anthropology	Keith F Otterbein	1977	Holt, Rinehart and Winston	286	20	20.96 x 26.04	SP	religion and spirituality
003098632X	Adventures in Reading: Athena Edition	Safier	1996	Harcourt School	152	3	17.15 x 16.83	ENG	western
0039282783	The Miraculous Hind: A Hungarian Legend	Elizabeth Cleaver	1976	Holt Rinehart &amp; Winston	457	18	20.96 x 26.04	FR	thriller
0043510744	Metamorphosis	David Suzuki	1989	Harpercollins	28	7	20.96 x 26.04	SP	health/fitness
0044400845	Running with the Fox	David Macdonald	1987	HarperCollins Publishers	559	7	20.96 x 26.04	ENG	memoir
0044409001	Women, Sex &amp; Rock 'N' Roll: In Their Own Words (A Pandora Book)	Liz Evans	1994	Pandora Press (GB)	66	4	20.96 x 26.04	ENG	autobiography
0048231398	The Silmarillion	J. R. R Tolkien	1977	Allen &amp; Unwin	255	25	20.96 x 26.04	SP	business/economics
0048233862	The hobbit, or, There and back again	J. R. R Tolkien	1987	Unwin Hyman	148	12	20.96 x 26.04	ENG	cookbook
0060000805	The Treasure of Montsegur : A Novel of the Cathars	Sophy Burnham	2003	HarperSanFrancisco	89	4	20.96 x 26.04	ENG	encyclopedia
006000133X	The Creek	Jennifer L. Holm	2003	HarperCollins	21	5	20.96 x 26.04	ENG	classic
006000181X	With Her Last Breath	Cait London	2003	Avon	241	19	20.96 x 26.04	ENG	true crime
0060001836	Stuart Little 2: Stuart's Wild Ride	Patricia Lakin	2002	HarperFestival	251	18	20.96 x 26.04	FR	science
0060001860	Stuart Little 2: Stuart Little's Big Adventure	Julia Richardson	2002	HarperFestival	526	6	12.70 x 12.70	FR	thriller
0060001933	Loser	Jerry Spinelli	2002	Joanna Cotler	78	23	20.96 x 26.04	ENG	true crime
0060001941	A Tree Grows in Brooklyn	Betty Smith	2001	HarperCollins	600	23	20.96 x 26.04	ENG	drama
0060002093	Ignorance : A Novel	Milan Kundera	2002	HarperCollins	108	24	20.96 x 26.04	ENG	crime
0060002433	Sons of Heaven: A Novel	Terrence Cheng	2002	William Morrow &amp; Company	233	24	20.96 x 26.04	ENG	science fiction
0060002530	Pretend I'm Not Here	Chris Gavaler	2002	HarperTorch	110	5	12.70 x 12.70	ENG	humor
0060004703	Engaged to Die : A Death on Demand Mystery (Death on Demand Mystery's)	Carolyn Hart	2004	Avon	88	20	20.96 x 26.04	ENG	journal
0060005521	Nicola and the Viscount (An Avon True Romance)	Meg Cabot	2002	Avon	77	18	20.96 x 26.04	ENG	satire
006000553X	Victoria and the Rogue (An Avon True Romance)	Meg Cabot	2003	Avon	151	15	20.96 x 26.04	ENG	humor
0060005548	Beyond Suspicion	James Grippando	2003	HarperTorch	517	18	20.96 x 26.04	ENG	self help
0060005556	Last to Die (Grippando, James)	James Grippando	2003	HarperCollins	332	21	20.96 x 26.04	ENG	philosophy
006000584X	Bannerman's Ghosts	John R. Maxim	2003	William Morrow	105	2	20.96 x 26.04	ENG	sports and leisure
0060006390	A Thousand Pieces of Gold : Growing Up Through China's Proverbs	Adeline Yen Mah	2002	HarperSanFrancisco	475	11	12.70 x 12.70	ENG	suspense
0060006870	Summerhouse, Later : Stories	Judith Hermann	2003	Ecco	234	2	29.85 x 29.85	ENG	historical fiction
0060007192	Lemony Snicket: The Unauthorized Autobiography	Lemony Snicket	2002	HarperCollins	459	18	20.96 x 26.04	FR	poetry
0060007737	The 22 Immutable Laws of Branding	Al Ries	2002	HarperBusiness	57	12	20.96 x 26.04	FR	encyclopedia
0060007761	The Gulag Archipelago: 1918-1956	Aleksandr I. Solzhenitsyn	2002	Perennial	655	6	20.96 x 26.04	ENG	science
0060008040	Choosing Happiness: Keys to a Joyful Life	Alexandra Stoddard	2002	HarperResource	594	13	12.70 x 12.70	SP	autobiography
0060008296	Courting Trouble	Lisa Scottoline	2002	HarperAudio	83	24	20.96 x 26.04	FR	classic
0060008369	The Shadows of Power	James W. Huston	2003	Avon Books	423	7	20.96 x 26.04	ENG	thriller
0060008490	Death in Dublin: A Novel of Suspense (Peter McGarr Mysteries (Hardcover))	Bartholomew Gill	2002	William Morrow &amp; Company	67	11	12.70 x 12.70	ENG	alternate history
0060008784	Exit Strategies	Catherine Todd	2002	HarperTorch	475	17	20.96 x 26.04	ENG	humor
0060009225	Call Each River Jordan	Owen Parry	2002	HarperTorch	359	6	20.96 x 26.04	CRO	horror
0060009241	See Jane Score (Avon Romance)	Rachel Gibson	2003	Avon	144	24	20.96 x 26.04	ENG	political thriller
0060009462	No Lifeguard on Duty: The Accidental Life of the World's First Supermodel	Janice Dickinson	2002	Regan Books	656	21	20.96 x 26.04	ENG	textbook
0060011629	Republica de East LA, La : Cuentos	Luis J. Rodriguez	2003	Rayo	612	7	20.96 x 26.04	ENG	autobiography
0060011939	Veronika Decide Morir	Paulo Coelho	2001	Rayo	334	15	20.96 x 26.04	ENG	home and garden
0060012781	A Cook's Tour : Global Adventures in Extreme Cuisines	Anthony Bourdain	2002	Ecco	136	13	20.96 x 26.04	SP	political thriller
0060012862	Colditz: The Definitive History : The Untold Story of World War II's Great Escapes	Henry Chancellor	2003	Perennial	532	14	20.96 x 26.04	ENG	classic
0060012897	Sheltering Rain	Jojo Moyes	2003	HarperTorch	452	3	17.15 x 16.83	ENG	satire
0060013117	Night Watch	Terry Pratchett	2002	HarperCollins	658	20	20.96 x 26.04	ENG	textbook
0060013125	Night Watch	Terry Pratchett	2003	HarperTorch	133	18	20.96 x 26.04	ENG	autobiography
006001315X	Monstrous Regiment (Pratchett, Terry)	Terry Pratchett	2003	HarperCollins	482	5	20.96 x 26.04	ENG	classic
0060013974	Waterloo Station : A Novel (Grayson, Emily)	Emily Grayson	2003	William Morrow	213	17	20.96 x 26.04	ENG	western
0060080817	After	Francine Prose	2003	Joanna Cotler	446	21	20.96 x 26.04	ENG	short story
006008118X	Mr. Lincoln's Wars : A Novel in Thirteen Stories	Adam Braver	2003	William Morrow	580	21	20.96 x 26.04	ENG	alternate history
0060081651	The Second Coming of Lucy Hatch : A Novel	Marsha Moyer	2002	William Morrow	663	12	20.96 x 26.04	ENG	biography
0060081961	Once Upon a Town: The Miracle of the North Platte Canteen	Bob Greene	2002	William Morrow	473	19	20.96 x 26.04	FR	memoir
0060082186	Riding the Rap	Elmore Leonard	2002	HarperTorch	398	12	20.96 x 26.04	ENG	picture book
0060082194	Rum Punch	Elmore Leonard	2002	HarperTorch	229	5	20.96 x 26.04	ENG	drama
0060083425	Absolute Zero	Chuck Logan	2002	HarperAudio	302	21	20.96 x 26.04	ENG	picture book
0060084405	Bread Alone : A Novel	Judith R. Hendricks	2002	Perennial	657	23	20.96 x 26.04	ENG	history
0060084413	The Shape of Things to Come	Maud Casey	2002	Perennial	182	7	20.96 x 26.04	ENG	true crime
0060086386	Filthy Rich	Dorothy Samuels	2002	Avon Trade	268	2	20.96 x 26.04	ENG	fairytale
0060086661	Lily Dale: The True Story of the Town that talks to the Dead	Christine Wicker	2003	HarperSanFrancisco	426	4	20.96 x 26.04	CRO	historical fiction
006008829X	Choices: Taking Control of Your Life and Making It Matter	Melody Beattie	2002	HarperSanFrancisco	246	8	20.96 x 26.04	ENG	classic
0060088796	Lucky Girls : Stories	Nell Freudenberger	2003	Ecco	546	8	20.96 x 26.04	ENG	guide
0060088877	The Bridge of San Luis Rey (Perennial Classics)	Thornton Wilder	2003	Perennial Classics	332	18	20.96 x 26.04	SP	graphical novel
0060089296	Kiss Lonely Goodbye	Lynn Emery	2003	HarperTorch	15	19	20.96 x 26.04	ENG	textbook
0060092165	Two Cooks A-Killing : An Angie Amalfi Mystery	Joanne Pence	2003	Avon	604	8	20.96 x 26.04	ENG	thriller
0060092181	The Highland Rogues: Warrior Bride (Highland Rogues)	Lois Greiman	2002	Avon	185	16	20.96 x 26.04	ENG	satire
0060092599	Breathing Room : A Novel	Susan Elizabeth Phillips	2002	HarperAudio	373	19	20.96 x 26.04	ENG	picture book
0060092661	One Kiss From You	Christina Dodd	2003	Avon	668	8	20.96 x 26.04	ENG	crafts/hobbies
0060092971	The Seduction of an English Lady	Cathy Maxwell	2003	Avon	615	11	20.96 x 26.04	ENG	picture book
0060093412	New Adventures of Mary-Kate &amp; Ashley #37: The Case of the Tattooed Cat : (The Case of the Tattooed Cat) (New Adventures of Mary-Kate and Ashley, 37)	Mary-Kate &amp; Ashley Olsen	2003	HarperEntertainment	57	5	20.96 x 26.04	FR	suspense
0060093463	Murder in Paradise: A Christmas in Hawaii Turns to Tragedy	Chris Loos	2003	Avon Books	232	13	20.96 x 26.04	GER	picture book
006009351X	Nostradamus: Prophecies for America	David Ovason	2001	HarperCollins	636	23	29.85 x 29.85	CRO	dictionary
0060093595	The Conquest	Yxta Maya Murray	2002	Rayo	218	8	20.96 x 26.04	ENG	dictionary
0060094109	Air Battle Force	Dale Brown	2004	Avon Books	616	14	20.96 x 26.04	FR	crafts/hobbies
0060094397	Dale Brown's Dreamland: Razor's Edge (Dreamland (Harper Paperback))	Dale Brown	2002	Avon Books	156	15	20.96 x 26.04	CRO	travel
006009527X	Fire Lover: A True Story	Joseph Wambaugh	2002	William Morrow	684	9	20.96 x 26.04	ENG	autobiography
0060095288	Fire Lover	Joseph Wambaugh	2003	Avon Books	589	14	20.96 x 26.04	ENG	drama
0060096195	The Boy Next Door	Meggin Cabot	2002	Avon Trade	416	2	20.96 x 26.04	ENG	sports and leisure
0060096209	A Little Help from Above	Saralee Rosenberg	2002	Avon Trade	615	9	20.96 x 26.04	FR	memoir
0060096292	Pipe Dreams : A Surfer's Journey	Kelly Slater	2003	Regan Books	26	15	20.96 x 26.04	ENG	history
0060096675	Behaving Like Adults : A Novel	Anna Maxted	2003	Regan Books	74	24	20.96 x 26.04	ENG	diary
0060096772	Your Mouth Is Lovely : A Novel	Nancy Richler	2002	Ecco	289	2	20.96 x 26.04	ENG	alternate history
0060099526	Quilting the Black-Eyed Pea: Poems and Not Quite Poems	Nikki Giovanni	2002	William Morrow &amp; Company	531	14	20.96 x 26.04	RUS	business/economics
0060103132	Piaf;: A biography	Simone Berteaut	1972	Harper &amp; Row	687	15	20.96 x 26.04	ENG	alternate history
0060105283	Directing the Movies of Your Mind	A. Bry	1978	Harpercollins	40	10	20.96 x 26.04	ENG	historical fiction
0060113839	Trial Run	Dick Francis	1979	Harpercollins	609	8	20.96 x 26.04	ENG	journal
0060114991	I'm Dancing As Fast As I Can	Barbara Gordon	1981	Harpercollins	664	19	20.96 x 26.04	CRO	autobiography
0060152028	Disturbances in the Field	Lynne Sharon Schwartz	1983	Harpercollins	534	21	20.96 x 26.04	ENG	religion and spirituality
0060152389	Willie Stargell: An Autobiography	Willie Stargell	1984	Harpercollins	53	24	20.96 x 26.04	ENG	math
0060152567	Infante's Inferno	G. Cabrera Infante	1984	Harpercollins	341	5	20.96 x 26.04	ENG	humor
006015456X	Always Coming Home/Paperback Book and Cassette	Ursula K. Le Guin	1985	Harperaudio	606	20	20.96 x 26.04	ENG	review
0060157119	Mother Angelica's Answers, Not Promises: Straightforward Solutions to Life's Puzzling Problems	M. Angelica	1987	Harpercollins	670	23	20.96 x 26.04	FR	philosophy
006015781X	Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained	David Feldman	1987	Harpercollins	395	5	20.96 x 26.04	CRO	guide
0060159081	Oscar and Lucinda	Peter Carey	1988	HarperCollins Publishers	128	8	20.96 x 26.04	CRO	horror
0060159383	A Thief of Time: A Novel (Harper Novel of Suspense)	Tony Hillerman	1988	Harpercollins	345	22	20.96 x 26.04	ENG	horror
0060162945	Do Penguins Have Knees?: An Imponderables Book	David Feldman	1991	Harpercollins	698	8	20.96 x 26.04	GER	science
0060163283	Bones: A Forensic Detective's Casebook	Douglas H. Ubelaker	1992	Harpercollins	365	12	20.96 x 26.04	SP	poetry
0060163518	Tuning the Rig: A Journey to the Arctic	Harvey Oxenhorn	1990	Harpercollins	606	3	17.15 x 16.83	ENG	encyclopedia
0060164115	Still Among the Living	Zachary Klein	1990	Harpercollins	595	23	20.96 x 26.04	ENG	anthology
0060164190	Holy Terror: Andy Warhol Close Up	Bob Colacello	1990	HarperCollins Publishers	400	4	12.70 x 12.70	ENG	fantasy
0060164220	Coyote Waits	Tony Hillerman	1990	Harpercollins	212	22	12.70 x 12.70	ENG	encyclopedia
0060164409	The Rat Becomes Light	Donald Secreast	1990	Harpercollins	424	12	20.96 x 26.04	ENG	textbook
0060171510	A Feather on the Breath of God: A Novel	Sigrid Nunez	1995	HarperCollins Publishers	523	21	12.70 x 12.70	ENG	suspense
0060171898	The Putter's Pocket Companion	Jim McLean	1994	Harper Resource	433	17	20.96 x 26.04	ENG	mystery
0060171928	Mutant Message Down Under	Marlo Morgan	1994	Harpercollins	403	14	20.96 x 26.04	GER	alternate history
0060172096	The Re-Enchantment of Everyday Life	Thomas Moore	1996	Harpercollins	545	20	20.96 x 26.04	CRO	horror
0060172126	Mars and Venus in the Bedroom : Guide to Lasting Romance and Passion, A	John Gray	1995	HarperCollins	589	22	20.96 x 26.04	SP	thriller
0060172703	The Path to Power	Margaret Thatcher	1995	Harpercollins	75	25	20.96 x 26.04	ENG	short story
0060172738	The Dog Who Rescues Cats: The True Story of Ginny	Philip Gonzalez	1995	Harpercollins	487	19	20.96 x 26.04	ENG	encyclopedia
0060172754	Rule of the Bone: A Novel	Russell Banks	1995	Harpercollins	411	19	20.96 x 26.04	FR	crafts/hobbies
0060172789	A Long Way from Home	Connie Briscoe	1999	HarperCollins Publishers	590	15	20.96 x 26.04	ENG	crime
0060173025	Threshold	Ben Mezrich	1996	Harpercollins	44	20	20.96 x 26.04	ENG	business/economics
0060173211	Don't Pee on My Leg and Tell Me It's Raining: America's Toughest Family Court Judge Speaks Out	Judy Sheindlin	1996	HarperCollins Publishers	150	3	29.85 x 29.85	FR	short story
0060173416	Natural Woman, Natural Menopause: Complete Program for Healthy Menopause	Marcus Laux	1997	HarperCollins Publishers	488	17	20.96 x 26.04	FR	historical fiction
0060173890	Frankly Scarlett, I Do Give a Damn!: Classic Romances Retold	Beverly West	1996	Harpercollins	599	1	12.70 x 12.70	SP	horror
0060174056	The Tennis Partner	A. Verghese	1998	HarperCollins Publishers	659	3	17.15 x 16.83	ENG	horror
0060174110	The Woman Who Lives in the Earth	Swain Wolfe	1996	HarperCollins Publishers	379	1	12.70 x 12.70	ENG	memoir
0060174900	The Bell Jar (Perennial Classics)	Sylvia Plath	1996	HarperCollins	212	16	12.70 x 12.70	SP	comic book
006017496X	The Best Defense	Ellis Cose	1998	HarperCollins Publishers	569	22	20.96 x 26.04	ENG	philosophy
0060174978	Color-Blind: Seeing Beyond Race in a Race-Obsessed World	Ellis Cose	1997	HarperCollins Publishers	676	12	20.96 x 26.04	ENG	review
0060175699	A Simple Habana Melody : (from when the world was good)	Oscar Hijuelos	2002	HarperCollins	95	8	20.96 x 26.04	SP	satire
0060175834	Chez Panisse Café Cookbook	Alice L. Waters	1999	HarperCollins	646	3	17.15 x 16.83	ENG	art/architecture
